id,aspect,opinion
1229,OPI,清爽
1230,OPI,不错
1231,OPI,还不错
1231,ASP,价格
1231,OPI,合理
1232,ASP,物流
1232,OPI,很快
1233,OPI,挺喜欢的
1234,OPI,很好
1235,OPI,提亮
1235,OPI,提亮遮暇能力
1236,OPI,挺好的
1237,OPI,很实惠
1237,OPI,..
1238,OPI,挺不错
1238,ASP,包装
1238,OPI,无损
1238,OPI,淡淡的
1238,ASP,清香味
1238,ASP,保湿效果
1238,OPI,挺好的
1239,OPI,有点脏
1240,ASP,味道
1240,OPI,很好闻
1241,ASP,物流
1241,OPI,很快
1241,OPI,很好用
1242,OPI,很温和
1242,ASP,卸妆
1242,OPI,很干净
1242,ASP,包装
1243,ASP,遮暇效果
1243,OPI,没有
1244,OPI,那么好
1245,OPI,还不错
1246,OPI,不算太满意
1246,OPI,很干
1248,OPI,很好用
1249,ASP,物流
1249,OPI,超快
1249,ASP,包装
1249,OPI,很好
1249,OPI,没有破损
1249,OPI,希望好用
1250,OPI,便宜
1250,OPI,实惠
1251,OPI,可以
1251,OPI,挺白
1252,OPI,很好
1253,OPI,很赞
1253,OPI,很喜欢
1254,OPI,好用
1255,OPI,很好用
1255,OPI,水水的
1256,ASP,保湿效果
1256,OPI,很好
1258,OPI,很好用
1258,ASP,味道
1258,OPI,很好闻
1258,OPI,很喜欢
1259,OPI,还好红红火火恍
1260,ASP,香味
1260,OPI,挺重的
1261,OPI,挺好用
1262,ASP,价格
1262,OPI,实惠
1262,OPI,不会干
1262,OPI,间较长
1262,ASP,补妆
1263,OPI,不错
1264,OPI,不错
1264,OPI,挺多的
1265,ASP,活动
1265,ASP,精华液
1265,OPI,很多
1265,ASP,补水效果
1265,OPI,不错
1266,OPI,好评
1267,OPI,喜欢
1268,OPI,非常好用
1268,OPI,不油腻
1268,OPI,很清爽
1268,OPI,大爱
1270,OPI,很好用
1271,OPI,很不错
1271,ASP,味道
1271,OPI,很好闻
1271,OPI,还保湿
1272,ASP,物流
1272,OPI,很快
1272,OPI,很好
1273,OPI,还不错
1274,OPI,不是很适
1274,OPI,很油
1275,OPI,很好
1275,OPI,很好
1276,OPI,挺好的
1277,OPI,预想的
1277,ASP,分货
1277,ASP,香味
1277,OPI,很浓
1278,OPI,还可以
1278,OPI,很实惠
1279,ASP,补水效果
1279,OPI,很好
1280,OPI,好用
1280,ASP,滋润度
1280,OPI,非常好
1280,OPI,不干
1280,OPI,不卡粉
1280,OPI,棒棒哒
1281,OPI,挺好的
1282,OPI,还不错
1283,OPI,湿润
1283,OPI,自然
1283,OPI,很好
1284,OPI,非常满意
1284,OPI,非常喜欢
1285,OPI,很不错
1285,OPI,喜欢
1285,ASP,活动
1285,OPI,很合适
1286,ASP,补水效果
1286,OPI,非常好
1287,OPI,挺满意的
1288,OPI,好就是好
1289,OPI,洗不掉
1289,OPI,不紧绷
1290,OPI,很好用
1290,OPI,很香
1291,OPI,真心不错
1292,OPI,还不错
1293,OPI,很不错
1293,OPI,不错
1294,OPI,还可以
1295,OPI,还不错
1296,OPI,很不错
1296,ASP,保湿效果
1296,OPI,很好
1296,OPI,非常满意
1297,ASP,价格
1297,OPI,实惠
1297,ASP,活动
1297,OPI,真的赚大了
1297,OPI,便宜多了
1297,OPI,好评
1298,ASP,上妆
1298,OPI,很不错
1298,ASP,味道
1298,OPI,太香了
1299,OPI,还行
1299,OPI,比较方便
1300,OPI,刺激皮肤
1300,OPI,还好
1301,OPI,是正品
1302,OPI,非常好用
1304,ASP,味道
1304,OPI,挺好闻的
1304,OPI,很好
1305,OPI,还不错
1305,ASP,价格
1305,OPI,很划算
1305,OPI,好评
1306,OPI,不错
1308,OPI,不好用
1309,OPI,淡淡的
1309,ASP,香味
1309,OPI,喜欢
1309,OPI,爱不释手了
1310,OPI,还可以
1311,ASP,保湿效果
1311,OPI,特好
1311,ASP,遮瑕效果
1311,OPI,不错
1312,OPI,很好用
1313,ASP,价格
1313,OPI,挺便宜
1314,OPI,还不错
1315,OPI,不错
1316,OPI,不真实
1318,ASP,价格
1318,OPI,超实惠
1319,OPI,好用
1320,OPI,速度快
1320,OPI,还好
1321,OPI,非常好
1322,ASP,物流
1322,OPI,很快
1322,ASP,包装
1322,OPI,无破损
1322,OPI,过眼神
1323,OPI,还没用
1325,OPI,很不错
1326,OPI,挺好
1327,ASP,补水效果
1327,OPI,非常不错
1329,OPI,不错
1329,OPI,正不错
1330,OPI,不错
1330,ASP,美白效果
1330,OPI,不是很好
1331,OPI,可以的
1331,OPI,希望不要失望
1332,OPI,还不错
1333,OPI,非常不满意
1335,OPI,还不错
1336,OPI,不错
1336,OPI,好用
1336,ASP,快递更
1336,OPI,给力
1337,OPI,很不错
1337,OPI,便宜
1337,ASP,赠品
1337,OPI,很多
1338,OPI,很好
1339,OPI,很不错
1339,OPI,不错
1339,OPI,棒棒哒
1340,ASP,味道
1341,OPI,喜欢
1341,OPI,还不错
1342,OPI,还不错
1343,OPI,很实惠
1344,ASP,包装
1344,OPI,完好
1344,ASP,日期
1344,OPI,比较新。
1345,ASP,服务
1345,OPI,很不错
1345,OPI,不错
1346,OPI,非常好
1346,OPI,便宜划算
1347,OPI,很喜欢
1348,OPI,不错
1349,OPI,非常好用
1349,OPI,不油腻
1349,OPI,好推开
1350,OPI,很好用
1350,OPI,不浮粉
1351,ASP,快递
1351,OPI,超快
1352,ASP,包装
1352,OPI,蛮好的
1353,OPI,好用
1353,OPI,很服帖
1353,ASP,送货
1354,OPI,太给力
1354,OPI,特别好闻喜欢
1355,ASP,包装
1355,OPI,好差劲
1356,OPI,很好用
1356,OPI,易推开
1358,OPI,很滋润
1359,OPI,不错
1359,ASP,价格
1359,OPI,合理
1360,OPI,非常卡粉
1360,OPI,不好用
1361,ASP,赠品
1361,OPI,挺多的
1362,OPI,不错
1362,OPI,确实好用
1362,OPI,特别便宜
1363,OPI,挺好的
1364,OPI,不错
1364,OPI,很舒服
1364,OPI,白些了
1364,OPI,可以美白
1365,OPI,很滋润
1365,ASP,肤色
1365,OPI,很自然
1366,OPI,很喜欢
1367,OPI,特别好用
1368,OPI,很好
1368,OPI,很好用
1369,ASP,物流
1369,OPI,很快
1369,ASP,盒子
1369,OPI,有点脏
1369,OPI,很润
1369,OPI,不干
1369,OPI,吸收
1369,OPI,太干
1370,OPI,是正品
1370,OPI,很自然
1371,OPI,正品
1372,OPI,清凉
1372,OPI,正品
1372,OPI,不错
1373,OPI,会卡粉
1374,OPI,好用
1374,OPI,自然
1374,OPI,服帖
1374,OPI,实惠
1375,OPI,很优惠
1375,ASP,价格
1375,OPI,很美丽
1375,OPI,很好
1376,OPI,可以的
1377,OPI,优惠
1377,OPI,非常满意
1378,OPI,很好用
1379,OPI,好用
1379,OPI,非常满意
1380,ASP,补水效果
1380,OPI,特别好
1381,ASP,好装
1381,OPI,不错
1382,OPI,很喜欢
1382,OPI,很喜欢满意
1383,OPI,很好用
1383,ASP,精华液
1383,OPI,很多
1383,OPI,很实惠
1384,OPI,清爽
1384,OPI,不油腻
1384,ASP,遮瑕效果
1384,OPI,不理想
1385,OPI,还不错
1385,OPI,很喜欢
1386,OPI,特别滋润
1386,OPI,香香的
1386,OPI,不厚重
1386,ASP,美白的效果
1386,OPI,特别好用
1388,OPI,不错
1388,OPI,不油腻
1388,OPI,挺补水的
1388,OPI,滑滑的
1388,OPI,嫩嫩的
1389,OPI,不错
1389,OPI,好用
1389,OPI,超补水
1390,OPI,喜欢
1390,ASP,水份
1390,ASP,价格
1390,OPI,合适
1391,ASP,粉质
1391,OPI,很细腻
1392,OPI,不会油油的
1393,OPI,可以
1393,ASP,香味
1393,OPI,不是那么冲
1393,OPI,可清新的
1393,OPI,不错
1394,OPI,很好
1395,OPI,很好用
1396,OPI,补水
1396,OPI,差不多
1397,ASP,感到效果
1397,OPI,不错
1398,ASP,快递
1398,OPI,很快
1398,ASP,客服态度
1399,ASP,包装
1399,OPI,挺好的
1399,ASP,物流
1399,OPI,很快
1399,OPI,不错
1400,OPI,是不是正品
1400,OPI,挺好用的
1401,OPI,差评
1402,OPI,还可以
1403,OPI,不错
1403,OPI,喜欢
1403,ASP,价格
1404,ASP,包装
1404,OPI,没有
1404,OPI,真假
1404,OPI,很难说
1405,ASP,价格
1405,OPI,还好用
1406,OPI,很好用
1406,OPI,不干
1406,OPI,提亮肤色
1407,OPI,很喜欢
1408,OPI,清爽
1408,OPI,不油腻
1409,OPI,可以
1410,ASP,价格
1410,OPI,还不错
1413,OPI,很不错
1413,OPI,超级划算
1414,OPI,好用
1414,OPI,经常用
1415,OPI,很好用
1415,OPI,水水的
1416,OPI,不错
1416,ASP,包装
1416,OPI,好看
1416,OPI,还不错
1418,OPI,还不错
1418,OPI,更好
1419,ASP,包装
1419,OPI,太旧了
1420,OPI,物美价廉
1420,OPI,非常好
1420,OPI,非常好
1420,ASP,配送速度
1420,OPI,特别快
1421,ASP,质量
1421,OPI,不咋
1422,OPI,太腻了
1423,OPI,好用
1423,OPI,不油腻
1423,ASP,价格
1423,OPI,实惠
1424,OPI,是正品
1424,OPI,没有激
1424,ASP,吸收
1424,OPI,还不错
1424,OPI,好评
1425,OPI,还不错
1425,OPI,不卡粉
1425,ASP,价格
1425,OPI,实惠
1427,OPI,还不错
1428,OPI,超爽
1428,OPI,挺喜欢的
1429,OPI,淡淡的
1429,ASP,香味
1429,ASP,泡沫
1429,OPI,丰富
1430,ASP,包装
1430,OPI,完好
1430,ASP,物流
1430,OPI,很快
1431,OPI,白了
1432,OPI,很好
1432,OPI,很喜欢
1432,OPI,很保湿
1433,OPI,不错
1433,ASP,送货速度
1433,OPI,很快
1434,OPI,轻松
1434,OPI,不卡粉
1434,OPI,很不错
1435,ASP,包装
1435,OPI,非常精美
1436,OPI,不错
1437,OPI,很足
1437,ASP,精华液
1437,OPI,很多
1437,OPI,水水的
1438,OPI,挺好用
1438,ASP,价格
1438,OPI,美丽
1439,OPI,很好
1440,OPI,不会假白
1440,OPI,很好
1440,OPI,喜欢
1441,OPI,很好
1443,ASP,吸收
1443,OPI,挺好
1443,OPI,很容易吸收
1443,OPI,水嫩水嫩的
1444,OPI,很不错
1444,ASP,卸妆水效果
1444,OPI,不错
1444,OPI,不刺激
1445,OPI,很舒适
1445,OPI,非常细腻
1446,OPI,好用
1446,OPI,不卡粉
1447,OPI,还行
1448,OPI,还可以
1449,OPI,差差
1449,OPI,差差差
1449,OPI,不补水
1449,OPI,不会贪
1450,OPI,不错
1451,OPI,不是很多
1451,OPI,很温和
1452,ASP,赠品
1452,ASP,快又
1452,OPI,给力
1453,OPI,很好用
1453,OPI,很显白
1453,OPI,好推开
1453,OPI,好评
1453,ASP,送货
1453,OPI,很快
1454,OPI,特别拔干
1455,ASP,价格
1455,OPI,便宜
1456,OPI,还不错
1457,OPI,很小
1458,OPI,很好
1458,ASP,物流
1458,OPI,很给力的
1459,OPI,很自然
1460,OPI,非常好用
1461,OPI,不错
1462,OPI,挺好的
1462,ASP,物流
1463,OPI,不错
1463,OPI,挺好用的
1465,ASP,包装
1465,OPI,不错的
1467,OPI,不错
1467,ASP,味道
1468,OPI,非常好用
1469,OPI,挺好用的
1470,OPI,很好
1471,ASP,清洁能力
1471,OPI,一般
1472,OPI,是正品
1474,OPI,挺好用的
1475,OPI,五星好评
1476,ASP,味道
1476,OPI,挺舒服的
1477,OPI,特别好用
1478,OPI,好啊
1479,OPI,自然色
1479,OPI,很相近
1480,OPI,挺好的
1480,OPI,薄薄的
1481,OPI,很好
1481,OPI,很满意
1482,OPI,还可以
1482,ASP,赠品
1483,OPI,很划算
1483,ASP,味道
1483,OPI,好闻
1484,ASP,效果
1484,OPI,不错
1485,OPI,不紧绷
1486,OPI,还行
1486,ASP,价格
1487,OPI,很好用
1487,ASP,卸妆
1487,OPI,很干净
1487,OPI,温和
1487,OPI,不刺激
1488,OPI,不错
1489,OPI,还可以
1489,OPI,有点干
1490,OPI,挺好用的
1490,OPI,清爽
1490,OPI,不粘
1491,ASP,价格
1491,OPI,便宜
1491,OPI,挺好的
1492,OPI,很快
1492,ASP,快递小哥态度
1492,OPI,很好
1492,OPI,很快
1493,OPI,特别好用
1495,OPI,很好
1495,ASP,服务
1495,OPI,特好
1496,OPI,很满意
1496,OPI,正品
1496,ASP,活动
1496,OPI,很划算
1497,OPI,超好用
1498,OPI,好用
1498,OPI,实惠
1499,OPI,不错
1499,OPI,很水润
1500,OPI,挺不错
1501,OPI,不错
1501,OPI,挺好用的
1501,OPI,很划算
1502,OPI,正品
1502,OPI,很快
1503,OPI,很适合
1503,OPI,好评
1504,OPI,挺好
1505,OPI,不错
1505,OPI,太少了
1506,OPI,挺好用的
1506,OPI,很方便
1507,OPI,挺好用的
1507,OPI,挺滋润的
1507,ASP,快递小哥服务态度
1508,OPI,还不错
1509,OPI,不错
1509,OPI,很喜欢
1510,OPI,很好用
1511,OPI,非常好的
1512,ASP,补水效果
1512,OPI,不错
1512,ASP,价格
1512,OPI,合理
1512,ASP,快递
1512,OPI,给力
1513,ASP,快递
1513,OPI,超快
1513,OPI,很满意
1513,ASP,优惠力度
1513,OPI,很大
1514,ASP,价格
1514,OPI,有点小贵
1514,OPI,方贵
1514,OPI,物有所值
1515,OPI,很好用
1515,ASP,清洁
1516,OPI,很好用
1516,ASP,价格
1516,OPI,不会很贵
1517,ASP,保湿
1517,OPI,一般
1518,ASP,价格
1518,OPI,实惠
1519,ASP,发货速度
1519,OPI,超快
1519,OPI,合适
1519,ASP,保湿效果
1520,OPI,还不错
1521,ASP,活动
1521,OPI,超级划算
1522,ASP,味道
1522,OPI,很好闻
1523,ASP,清洁能力
1523,OPI,干爽舒服
1524,OPI,好用
1524,OPI,不油腻
1524,OPI,很自然
1524,OPI,服帖
1525,ASP,清洁能力
1525,OPI,很好
1525,ASP,味道
1525,OPI,挺好闻
1525,OPI,挺好用的
1525,OPI,好评
1526,OPI,不喜欢
1526,OPI,很紧绷
1526,ASP,味道
1526,OPI,不好
1527,OPI,非常好
1528,OPI,挺不错
1528,OPI,很细腻
1528,OPI,很自然
1529,OPI,很好用
1529,OPI,水嫩
1529,OPI,光泽
1529,OPI,不错
1529,OPI,超值
1530,OPI,挺好
1530,OPI,是正品
1531,OPI,不错
1531,ASP,活动
1533,ASP,活动
1533,ASP,价格
1533,OPI,便宜
1533,OPI,很好用
1534,OPI,不错
1535,OPI,非常不错
1535,OPI,很喜欢
1537,OPI,挺好的
1537,ASP,精华液
1537,OPI,很多
1538,OPI,还可以
1539,ASP,包装
1540,OPI,很喜欢
1541,ASP,成分
1541,OPI,安全
1541,ASP,补湿效果
1541,OPI,还可以
1542,OPI,非常好用
1542,OPI,不紧绷
1543,OPI,很滋润
1543,OPI,很自然
1543,OPI,挺满意的
1544,ASP,送货
1544,OPI,很快
1544,ASP,快递师傅
1544,OPI,很耐
1545,ASP,味道
1545,OPI,不错
1545,OPI,很好闻
1548,OPI,真好
1549,OPI,很实惠
1550,OPI,还可以
1551,OPI,物美价廉
1552,OPI,不错
1552,OPI,物美价廉
1553,ASP,物流
1553,OPI,很快
1554,OPI,好用
1554,OPI,挺好用的
1555,OPI,不错
1555,OPI,超级划算
1556,OPI,非常好用
1556,OPI,不但服帖
1556,OPI,显提亮肤色
1557,OPI,不错
1558,OPI,不错
1558,OPI,不错
1559,OPI,挺好的
1560,OPI,不错
1562,OPI,还可以
1562,OPI,便宜
1563,OPI,温和的
1564,OPI,还不错
1564,OPI,很保湿
1564,ASP,价格
1564,OPI,很实惠
1564,OPI,好评
1566,OPI,不错
1568,ASP,配送速度
1568,OPI,很快
1570,OPI,不错
1570,OPI,挺好
1571,OPI,喜欢
1572,OPI,不错
1572,ASP,包装
1572,ASP,送货
1572,ASP,服务
1572,OPI,不错
1573,OPI,挺好用的
1574,OPI,好开
1574,OPI,好评
1575,ASP,物流
1576,ASP,味道
1576,OPI,不是很喜欢
1577,OPI,挺不错
1580,OPI,很满意
1580,ASP,快递小哥速度
1580,OPI,杠杠滴
1580,ASP,态度
1580,OPI,不错
1581,OPI,挺补水的
1583,OPI,很不错
1584,OPI,正品
1584,ASP,赠品
1584,OPI,很多
1585,OPI,还不错
1585,OPI,很懒很懒
1585,OPI,一般
1586,OPI,保湿
1586,OPI,补水
1586,OPI,值得信赖
1587,OPI,非常好
1587,OPI,物超所值
1588,OPI,还不错
1589,OPI,非常不错
1589,OPI,不容易脱
1590,OPI,很实惠
1590,OPI,挺划算的
1591,OPI,挺好的
1591,OPI,不错的
1591,OPI,比较水润
1591,OPI,不油腻
1591,OPI,很清爽
1592,OPI,非常好用
1593,OPI,非常棒
1593,OPI,嫩嫩的
1594,ASP,气味
1594,OPI,很好闻
1595,OPI,有点干
1595,OPI,还可以
1596,OPI,很喜欢
1596,ASP,味道
1596,OPI,很淡
1596,OPI,不厚重
1596,ASP,价格
1596,OPI,不贵
1596,OPI,淡淡的
1597,OPI,一般
1597,ASP,时间
1597,OPI,比较短
1597,ASP,保湿
1597,OPI,还行
1597,OPI,没有
1598,OPI,挺干净的
1598,OPI,满意
1599,OPI,还可以
1600,OPI,很划算
1600,OPI,好用
1601,OPI,挺多的
1602,OPI,过敏
1602,OPI,不过敏
1602,OPI,挺好的
1602,OPI,便宜
1603,ASP,精华液
1603,OPI,有点小失望
1604,ASP,价格
1604,OPI,美丽
1604,OPI,很温和
1605,ASP,价格
1605,OPI,差不多
1605,OPI,还行吧
1606,ASP,价格
1606,OPI,便宜
1606,ASP,性价比
1606,OPI,一般
1607,OPI,不错的
1607,OPI,自然
1607,ASP,遮瑕效果
1607,OPI,不错
1608,OPI,便宜
1609,OPI,非常好
1609,OPI,非常滋润
1609,OPI,遮瑕
1609,OPI,淡淡的
1609,ASP,香味
1610,OPI,非常好用
1610,ASP,提亮
1610,OPI,不卡粉
1610,OPI,特别服帖
1611,OPI,还行
1611,ASP,香味
1612,ASP,快递
1612,OPI,很快
1613,ASP,小痘
1614,OPI,滋润
1614,OPI,比较稀的
1615,OPI,很好用的
1615,OPI,很滋润
1616,ASP,外壳
1616,OPI,不好
1618,OPI,挺喜欢
1619,OPI,真心不错
1620,OPI,滋润
1620,OPI,服帖
1620,OPI,特别是精油皂
1621,OPI,非常的不错
1621,ASP,清香
1622,ASP,隔离效果
1622,OPI,特别高
1622,OPI,很水润
1623,OPI,不错
1624,OPI,很不错
1624,OPI,很足
1624,ASP,出水口设计
1624,OPI,很棒
1625,OPI,很好
1625,ASP,商家
1625,OPI,很热心
1625,OPI,心想事
1626,OPI,还可以
1626,OPI,好小
1627,OPI,超级划算
1627,ASP,颜色
1627,OPI,很自然
1627,OPI,喜欢
1628,OPI,很持久
1629,OPI,还不错
1630,OPI,高大上
1630,OPI,很精致
1631,OPI,很好用
1632,ASP,清洁能力
1632,OPI,一般般
1633,OPI,很好
1633,OPI,物有所值
1635,OPI,好用
1636,OPI,超所值
1636,OPI,棒棒哒
1637,OPI,很好用
1637,OPI,很喜欢
1638,OPI,挺好用的
1639,OPI,好用
1640,OPI,不喜欢口红
1640,ASP,颜色
1641,OPI,非常喜欢
1641,OPI,很好
1641,ASP,性价比
1642,OPI,好用
1642,OPI,滑滑的
1643,ASP,物流
1643,OPI,超快
1644,OPI,非常好
1644,OPI,很满意
1644,OPI,不错
1644,ASP,物流
1644,OPI,很快
1645,OPI,非常喜欢
1646,OPI,很便宜
1646,OPI,很划算
1648,OPI,超级棒
1648,OPI,超级棒补水
1649,OPI,好用
1649,OPI,不卡粉
1649,OPI,自然
1650,ASP,物流
1650,ASP,包装
1651,ASP,颜色
1651,OPI,很好
1651,OPI,不觉得干
1651,OPI,很容易划开
1652,ASP,物流
1652,OPI,挺快的
1653,OPI,划算
1654,OPI,不错
1654,OPI,挺好用的
1655,OPI,很适合
1655,OPI,不卡粉
1656,OPI,非常好
1656,OPI,淡淡的
1656,OPI,很喜欢
1657,OPI,好用
1657,OPI,特别喜欢
1657,ASP,味道
1658,ASP,性价比
1658,OPI,很高
1658,OPI,很好用
1658,ASP,价格
1658,OPI,超级优惠
1658,OPI,很满意
1659,OPI,很温和
1659,ASP,痘痘
1660,OPI,很好用
1661,OPI,不错
1661,OPI,很好用
1661,OPI,很亮
1661,OPI,很不错
1662,OPI,真的不错
1663,OPI,好不好用
1663,OPI,还行
1664,ASP,补水效果
1664,OPI,很棒
1665,OPI,不错
1665,ASP,价格
1665,OPI,便宜
1665,OPI,相当不错
1666,OPI,好白
1666,OPI,太假面了
1666,ASP,客服
1666,OPI,客服
1666,OPI,不管
1667,OPI,很棒的
1667,OPI,好用
1668,OPI,很保湿
1668,ASP,味道
1668,OPI,很好闻
1668,OPI,不错
1669,OPI,不错
1670,ASP,价格
1670,OPI,实惠
1670,OPI,有点少
1671,OPI,很舒服
1671,OPI,不紧绷
1671,OPI,不错的
1672,ASP,快递
1672,OPI,很给力
1672,OPI,很香
1673,OPI,不错
1673,OPI,不油腻
1674,OPI,还不错
1674,OPI,不卡粉
1674,ASP,遮瑕效果
1676,OPI,不好用
1676,ASP,酒精味道
1676,OPI,特别大
1676,ASP,刺鼻
1677,ASP,补水效果
1677,OPI,很好
1678,OPI,有点用
1679,OPI,不错
1679,ASP,质量
1679,OPI,很好
1679,ASP,物流
1679,OPI,物美价廉
1680,OPI,好用
1680,ASP,性价比
1680,ASP,活动
1680,OPI,很便宜
1681,OPI,不错的
1681,OPI,挺漂亮的
1681,ASP,盒子
1682,OPI,物美价廉
1682,OPI,真心好
1683,OPI,不错
1683,OPI,有点掉毛
1684,ASP,发货
1684,OPI,很快
1685,OPI,比较补水
1686,ASP,补水效果
1686,OPI,很好
1687,OPI,很好用
1687,OPI,量足
1687,OPI,还不错
1688,OPI,特别满意
1689,OPI,很细腻
1689,OPI,很好
1689,OPI,很满意
1690,OPI,这么好用
1691,OPI,挺好的
1692,OPI,很好用
1693,OPI,补水
1693,OPI,不错
1694,OPI,还不错
1696,OPI,挺香的
1696,ASP,包装
1696,OPI,不错
1696,OPI,中评
1697,ASP,速度
1698,ASP,活动
1698,OPI,自然
1698,OPI,服帖
1699,ASP,物流
1699,OPI,很快
1699,OPI,挺好用的
1699,OPI,好评
1700,ASP,补水效果
1700,OPI,可以
1700,OPI,平价
1700,OPI,好用
1700,OPI,一共
1701,ASP,质量
1701,OPI,没问题
1702,OPI,不错
1703,OPI,挺喜欢
1704,OPI,不贵
1704,OPI,好东西
1705,OPI,棒棒的
1706,OPI,很好
1706,OPI,非常补水
1706,OPI,保湿
1706,OPI,不错
1707,OPI,很好
1707,OPI,很光滑的
1707,ASP,价格
1707,OPI,实惠
1708,OPI,很好
1709,OPI,物有所值
1709,ASP,活动
1710,OPI,好棒的
1710,ASP,快递
1711,OPI,很不错
1711,ASP,快递
1711,OPI,很给力
1712,OPI,挺好用
1713,OPI,不开
1713,OPI,不好用
1714,ASP,包装
1714,OPI,很好
1714,ASP,快递哥
1714,OPI,很给力
1715,OPI,很好用
1715,OPI,很干净
1715,OPI,不紧绷
1716,ASP,到货
1716,OPI,很快
1717,ASP,卸妆
1717,OPI,干净
1717,OPI,温和
1717,OPI,不刺激
1717,OPI,好用
1718,OPI,很喜欢
1719,OPI,好用
1719,OPI,超级好用
1721,ASP,快递小哥
1722,OPI,超级好用
1723,OPI,好评
1724,ASP,隔离
1724,OPI,很好用
1724,ASP,美白的效果
1724,OPI,不干用
1724,OPI,很自然
1724,ASP,礼品
1725,OPI,很实惠
1726,OPI,不错
1726,OPI,很满意
1727,OPI,很自然
1727,ASP,颜色
1727,OPI,很值
1728,ASP,服务
1728,ASP,价格
1728,ASP,价格幅度
1729,OPI,好用
1729,OPI,好评
1730,OPI,不错
1730,ASP,物流
1730,ASP,服务态度
1730,OPI,很好
1731,ASP,清洁能力
1731,OPI,好用
1731,ASP,泡沫
1732,ASP,持支
1732,ASP,持支
1732,OPI,很不错
1733,OPI,不错
1734,ASP,价格
1734,OPI,很奈斯
1736,OPI,不错
1737,OPI,很不错
1738,ASP,物流
1738,OPI,很快
1739,OPI,好迷你
1740,OPI,很好
1740,ASP,价格
1740,OPI,实惠
1740,OPI,很喜欢
1740,ASP,物流速度
1740,OPI,很快
1741,ASP,快递
1741,OPI,太快了
1742,OPI,非常好
1742,OPI,非常光滑
1743,OPI,还不错
1743,ASP,补水效果
1743,OPI,很好
1743,OPI,无刺激
1744,ASP,物流
1744,ASP,价格
1744,OPI,合适
1744,OPI,不错
1745,OPI,还可以
1746,ASP,美哒
1746,OPI,比想象中好
1747,OPI,特别好用
1747,OPI,不会差
1748,ASP,温和度
1748,OPI,比较好
1748,OPI,比较干净
1748,OPI,挺好
1749,OPI,很好
1749,OPI,很满意
1750,OPI,很好用
1750,OPI,还不紧绷
1751,OPI,很显白
1752,OPI,还不错
1752,OPI,不紧绷
1754,OPI,差不多
1755,OPI,挺好用的
1755,OPI,比较细腻
1755,OPI,不干燥
1755,ASP,味道
1755,OPI,很好闻
1756,OPI,便宜
1757,OPI,挺好的
1759,OPI,很好用
1760,OPI,很喜欢
1760,OPI,好舒服
1762,ASP,日期
1762,OPI,太旧了
1762,ASP,客服
1762,OPI,不回复
1762,ASP,调子
1762,OPI,高的
1763,OPI,很好
1763,OPI,不错
1763,OPI,很舒服
1763,OPI,好评
1764,OPI,大救星
1764,OPI,很细润
1764,OPI,很干的
1765,OPI,挺好
1765,OPI,挺自然
1766,OPI,太干
1767,OPI,还不错
1767,OPI,不油腻
1768,OPI,不错
1768,OPI,很不错
1768,OPI,还可以
1769,OPI,挺好的
1770,ASP,物流
1770,OPI,给力
1770,OPI,很喜欢
1771,OPI,还好
1771,OPI,便宜
1771,ASP,物流
1772,OPI,很多
1772,ASP,包装
1772,OPI,很可爱
1773,ASP,价格
1773,OPI,合理
1773,ASP,赠品
1773,ASP,送货速度
1773,OPI,很快
1774,OPI,很好
1774,OPI,很快
1775,OPI,很好
1775,OPI,很快
1776,OPI,太稀了
1776,ASP,清洁效果
1776,ASP,清洁能力
1776,OPI,一般
1776,OPI,可以
1777,OPI,物美价廉
1777,OPI,非常满意
1777,OPI,很好
1777,OPI,很薄
1778,OPI,挺好
1778,ASP,泡沫
1778,OPI,很多
1779,OPI,还行
1779,OPI,过敏了
1780,ASP,补水效果
1780,OPI,很好
1781,OPI,挺好的
1782,OPI,不错
1782,OPI,很实惠
1783,ASP,包装
1783,OPI,非常仔细
1783,ASP,发货速度
1783,OPI,非常快
1784,OPI,很好
1785,OPI,特别喜欢
1786,OPI,很舒服
1786,OPI,很柔滑
1786,OPI,不硬
1787,ASP,送货速度
1787,OPI,很快
1787,OPI,有点小贵
1788,OPI,不错
1788,OPI,很喜欢
1789,OPI,很好用
1789,OPI,遮暇
1789,OPI,棒棒的
1789,ASP,优惠活动
1789,OPI,很划算
1789,ASP,送货速度
1789,OPI,很快
1790,ASP,快递员服务
1790,OPI,很好
1791,OPI,挺好用
1791,OPI,很补水
1791,ASP,精华液
1792,OPI,不错
1792,ASP,物流
1793,OPI,超级喜欢
1793,OPI,特别舒服没有
1793,OPI,不刺激皮肤
1793,OPI,喜欢
1793,OPI,很好
1794,ASP,包装
1794,OPI,可以
1795,OPI,比较水润的
1795,OPI,比较自然
1796,OPI,蛮喜欢的
1797,ASP,物流
1797,OPI,很快
1798,OPI,便宜
1800,OPI,很好
1800,OPI,是正品
1801,OPI,补水
1801,OPI,美白
1801,OPI,保湿
1801,ASP,快递小哥服务态度
1802,OPI,挺好用的
1803,OPI,非常不错
1804,OPI,水嫩嫩的
1805,OPI,太赞了
1805,OPI,优惠
1806,OPI,很好用
1806,OPI,挺薄的
1806,OPI,很水润
1807,OPI,不错
1807,ASP,赠品
1809,OPI,不错
1809,OPI,是正品
1809,ASP,物流
1810,OPI,挺好用的
1811,OPI,挺好
1811,OPI,正品
1812,OPI,一日既往的好
